X,Y,REF_ID_COD,UNIQUE_ID,DATA_SOURC,LOC_METHOD,ORIG_ID,SLIDE_NAME,DATE,LENGTH_ft,WIDTH_ft,DEPTH_ft,SLOPE,TYPE_MOVE,MOVE_CLASS,CONTR_FACT,TYPE_MTRL,AREA_ft2,VOLUME_ft3,DEEP_SHAL,DAMAGES,LOSSES,COMMENTS,Annual_Cos,Repair_Cos
552200.789698168635368,569027.116469815373421,ODOT2011,LS_2008,Oregon Department of Transportation, ,SL001-0128-40RN1, ,2/7/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:1;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:128.4;Frequency:every 4 yrs;some minor cracks extend to fast lane but low slopes indicate one lane of NB traffic would remain",693.976989746094,88291.6015625
552179.82414698600769,569912.815616801381111,ODOT2011,LS_2009,Oregon Department of Transportation, ,SL001-0128-56RN1, ,2/7/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:128.56;Frequency:every 5 yrs or less;",0,0
564609.10728345811367,628943.25918635725975,ODOT2011,LS_2010,Oregon Department of Transportation, ,SL001-0140-60RN1, ,2/7/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:1;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:140.6;Frequency:every yr;",1510.53002929688,125387
564073.429790019989014,629747.353674545884132,ODOT2011,LS_2011,Oregon Department of Transportation, ,SL001-0140-79RN1, ,2/7/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:140.79;Frequency:every 5 yrs or less;road is bumpy and guardrail a bit wavy",767.294006347656,0
563785.958989500999451,630039.000984251499176,ODOT2011,LS_2012,Oregon Department of Transportation, ,SL001-0140-86LS1, ,2/7/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF on roadway;Lanes Affected:2;Other Impact:rocks can reach guardrail;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:140.86;Frequency:3 times a yr;two sections",1768,658775
563102.98228345811367,631232.895013123750687,ODOT2011,LS_2013,Oregon Department of Transportation, ,SL001-0141-12RN1, ,2/7/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:1;Other Impact:more of a settlement issue;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:141.12;Frequency:every 5 yrs or less;",1445.60998535156,0
562413.864173233509064,634347.942585304379463,ODOT2011,LS_2014,Oregon Department of Transportation, ,SL001-0141-70LN1, ,2/7/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:1;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:141.7;Frequency:every 5 yrs or less;crack sealed only, not much of a maintenance concern",646.747985839844,0
564872.919291332364082,639223.544291332364082,ODOT2011,LS_2015,Oregon Department of Transportation, ,SL001-0142-73LS1, ,2/9/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS leaves 1-way traf;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:142.73;Frequency:every 5 yrs or less;horizontal drains working but a fairly large slide if it was to go again",0,0
561845.479658797383308,646425.577099740505219,ODOT2011,LS_2016,Oregon Department of Transportation, ,SL001-0144-28LS1, ,3/15/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:2;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:144.28;Frequency:every 5 yrs or less;",0,0
592545.525590553879738,697173.962270334362984,ODOT2011,LS_2017,Oregon Department of Transportation, ,SL001-0156-27RN1, ,2/8/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF contain in ditch;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:156.27;Frequency:every 5 yrs or less;",570.869995117188,222362
598926.846456691622734,715478.067585304379463,ODOT2011,LS_2018,Oregon Department of Transportation, ,SL001-0159-98LS1, ,2/9/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF contain in ditch;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:159.98;Frequency:every 2 yrs;",475.725006103516,26724.30078125
598549.682086616754532,719248.355971127748489,ODOT2011,LS_2019,Oregon Department of Transportation, ,SL001-0160-73LS1, ,2/8/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:160.73;Frequency:every 5 yrs or less;no maintenance required",755.690002441406,0
598519.474081367254257,719481.364501312375069,ODOT2011,LS_2020,Oregon Department of Transportation, ,SL001-0160-78LS1, ,2/8/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF contain in ditch;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:160.78;Frequency:every yr;",452,191836
598341.55577427148819,720459.252624675631523,ODOT2011,LS_2021,Oregon Department of Transportation, ,SL001-0160-96RN1, ,2/8/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF contain in ditch;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:160.96;Frequency:every 5 yrs or less;blocked culvert in '96 and quiet since",570.869995117188,0
597929.771325454115868,721595.05085301399231,ODOT2011,LS_2022,Oregon Department of Transportation, ,SL001-0161-19LS1, ,2/8/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF onto shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:161.19;Frequency:every yr;",1108,535315
605644.741797894239426,740415.219816267490387,ODOT2011,LS_2023,Oregon Department of Transportation, ,SL001-0166-04LS1, ,2/8/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:166.04;Frequency:every 5 yrs or less;no maintenance required but cracks & pistol butted trees",0,0
607876.532808393239975,740831.863845139741898,ODOT2011,LS_2024,Oregon Department of Transportation, ,SL001-0166-48LS1, ,2/8/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:1;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:166.48;Frequency:every 5 yrs or less;no maintenance required",0,0
610838.87007874250412,741461.129265084862709,ODOT2011,LS_2025,Oregon Department of Transportation, ,SL001-0167-06LS1, ,3/16/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:167.06;Frequency:every 3 yrs;strange setting; cracks and patches but not much of a slope below; no maintenance required",1030.2900390625,0
632724.350721791386604,745296.329396322369576,ODOT2011,LS_2026,Oregon Department of Transportation, ,SL001-0171-54LS1, ,1/31/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:1;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:171.54;Frequency:every 2 yrs;probably more of a drainage and settlement issue than slope failure",1452.4599609375,0
653191.313648298382759,828794.601049870252609,ODOT2011,LS_2027,Oregon Department of Transportation, ,SL001-0188-32RN1, ,3/16/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:1;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:188.32;Frequency:every 2 yrs;ongoing maintenance not reported by the section TMM",613.510009765625,20397.19921875
643974.8248031437397,872242.287729665637016,ODOT2011,LS_2028,Oregon Department of Transportation, ,SL001-0197-56RN1, ,1/25/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF on roadway;Lanes Affected:1;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:197.56;Frequency:every yr;",783,1277440
642202.901246726512909,948485.653543308377266,ODOT2011,LS_2029,Oregon Department of Transportation, ,SL001-0212-05LS1,Bond Butte Overpass [NW Quad],1/25/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:212.05;Frequency:every 5 yrs or less;",0,0
642087.88910761475563,948468.353346452116966,ODOT2011,LS_2030,Oregon Department of Transportation, ,SL001-0212-05LS2,Bond Butte Overpass [SW Quad],1/25/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:212.05;Frequency:every 5 yrs or less;",0,0
642548.958005249500275,948476.401574805378914,ODOT2011,LS_2031,Oregon Department of Transportation, ,SL001-0212-05RN1,Bond Butte Overpass [NE Quad],1/25/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:212.05;Frequency:every 5 yrs or less;",0,0
642620.487532809376717,948455.173556432127953,ODOT2011,LS_2032,Oregon Department of Transportation, ,SL001-0212-05RN2,Bond Butte Overpass [SE Quad],1/25/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:212.05;Frequency:every 5 yrs or less;",0,0
642484.999015748500824,961706.992782145738602,ODOT2011,LS_2033,Oregon Department of Transportation, ,SL001-0214-56LS1,Lake Creek Overpass [NW Quad],1/25/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:214.56;Frequency:every 2 yrs;",0,54568.8984375
642562.140748038887978,961683.414370074868202,ODOT2011,LS_2034,Oregon Department of Transportation, ,SL001-0214-56LS2,Lake Creek Overpass [SW Quad],1/25/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:214.56;Frequency:every 2 yrs;",1379.52001953125,16376.5
643555.386482939124107,998803.524606302380562,ODOT2011,LS_2035,Oregon Department of Transportation, ,SL001-0221-58LS1,Boston Mill Overpass [NW Quad],1/25/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:221.58;Frequency:every 5 yrs or less;",0,0
643545.017388448119164,998779.63484251499176,ODOT2011,LS_2036,Oregon Department of Transportation, ,SL001-0221-58LS2,Boston Mill Overpass [SW Quad],1/25/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:221.58;Frequency:every 5 yrs or less;",992.700012207031,0
644026.547572180628777,998790.111876636743546,ODOT2011,LS_2037,Oregon Department of Transportation, ,SL001-0221-58RN1,Boston Mill Overpass [NE Quad],1/25/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:221.58;Frequency:every 5 yrs or less;",645.549987792969,0
644018.260826766490936,998765.631889760494232,ODOT2011,LS_2038,Oregon Department of Transportation, ,SL001-0221-58RN2,Boston Mill Overpass  [SE Quad],1/25/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 1-way traf;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:221.58;Frequency:every 3 yrs;",1369.31005859375,83884.703125
643983.991797894239426,1014605.070209980010986,ODOT2011,LS_2039,Oregon Department of Transportation, ,SL001-0224-58LS1,Ridge Overpass [NW Quad],1/24/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:224.58;Frequency:every 5 yrs or less;",861.719970703125,0
644005.350393697619438,1014579.336942255496979,ODOT2011,LS_2040,Oregon Department of Transportation, ,SL001-0224-58LS2,Ridge Overpass  [SW Quad],1/24/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:224.58;Frequency:every 5 yrs or less;",0,0
644537.019356951117516,1014587.208661422133446,ODOT2011,LS_2041,Oregon Department of Transportation, ,SL001-0224-58RN1,Ridge Overpass [NE Quad],1/24/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 1-way traf;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:224.58;Frequency:every 5 yrs or less;",908.739990234375,76688.5
644357.861220479011536,1027854.329724416136742,ODOT2011,LS_2042,Oregon Department of Transportation, ,SL001-0227-09LS1,Tangent Overpass [NW Quad],1/24/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:227.09;Frequency:every 5 yrs or less;",0,0
644317.141732290387154,1027831.005249351263046,ODOT2011,LS_2043,Oregon Department of Transportation, ,SL001-0227-09LS2,Tangent Overpass [SW Quad],1/24/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:227.09;Frequency:every 5 yrs or less;",0,0
644937.715879261493683,1027810.87007874250412,ODOT2011,LS_2044,Oregon Department of Transportation, ,SL001-0227-09RN1,Tangent Overpass [SE Quad],1/24/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:227.09;Frequency:every 5 yrs or less;",1122.14001464844,0
648530.750328078866005,1090737.208989500999451,ODOT2011,LS_2045,Oregon Department of Transportation, ,SL001-0239-08RN1, ,1/25/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS affects shoulder; Other Impact:speed 55 due to construction but usually 65;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:239.08;Frequency:every 5 yrs or less;",0,877069
655321.091535434126854,1121301.596128612756729,ODOT2011,LS_2046,Oregon Department of Transportation, ,SL001-0245-03RN1, ,1/11/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS leaves 1-way traf;Lanes Affected:1;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:245.03;Frequency:every 5 yrs or less;",1393.11999511719,72962
656298.553805768489838,1124356.706692919135094,ODOT2011,LS_2047,Oregon Department of Transportation, ,SL001-0245-62RN1, ,1/11/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS close 3-10mi det;Lanes Affected:1;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:245.62;Frequency:every 5 yrs or less;",0,0
656313.63910761475563,1125037.073818892240524,ODOT2011,LS_2048,Oregon Department of Transportation, ,SL001-0245-78LS1, ,1/11/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS leaves 1-way traf;Lanes Affected:1;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:245.78;Frequency:every 5 yrs or less;",0,0
661499.618110239505768,1136643.589566931128502,ODOT2011,LS_2049,Oregon Department of Transportation, ,SL001-0248-33LS1,Squirrel Hill,1/10/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS leaves 2-way traf;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:248.33;Frequency:every 5 yrs or less;",0,0
661565.371719166636467,1139683.150918632745743,ODOT2011,LS_2050,Oregon Department of Transportation, ,SL001-0248-85LS1, ,1/12/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS leaves 1-way traf;Lanes Affected:3;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:248.85;Frequency:every 5 yrs or less;",3712.919921875,78909.796875
668653.269685044884682,1158496.636811017990112,ODOT2011,LS_2051,Oregon Department of Transportation, ,SL001-0252-89LS1, ,1/11/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS leaves 2-way traf;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:252.89;Frequency:every 5 yrs or less;",1128.80004882812,0
729730.125328078866005,1319303.595472440123558,ODOT2011,LS_2052,Oregon Department of Transportation, ,SL001-0286-96BB1, ,3/22/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:6;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:286.96;Frequency:every 5 yrs or less;ongoing longterm problem that is not well understood",0,0
739105.092191606760025,1355019.522309705615044,ODOT2011,LS_2053,Oregon Department of Transportation, ,SL001-0294-18LS1, ,3/22/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:1;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:294.18;Frequency:every 5 yrs or less;",0,0
743235.516404196619987,1357741.755249351263046,ODOT2011,LS_2054,Oregon Department of Transportation, ,SL001-0295-21LS1, ,3/22/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF onto shoulder; Other Impact:buttress has become rockfall problem;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:295.21;Frequency:1 to 2 times a yr;Cost estimate based on 3'CIP wall above existing",278,137020
753609.988188982009888,1365326.166010499000549,ODOT2011,LS_2055,Oregon Department of Transportation, ,SL001-0297-92RN1, ,3/22/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder; Other Impact:sagging shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:297.92;Frequency:every 5 yrs or less;",0,0
753458.36515748500824,1367453.830380573868752,ODOT2011,LS_2056,Oregon Department of Transportation, ,SL001-0298-37LS1,Iowa St Slide 1961,3/22/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS affects shoulder; Other Impact:maybe unstable in the event of an earthquake;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:298.37;Frequency:every 5 yrs or less;",0,0
753568.173884510993958,1367839.401574805378914,ODOT2011,LS_2057,Oregon Department of Transportation, ,SL001-0298-40RN1, ,3/22/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:298.4;Frequency:every 5 yrs or less;drilled by region geo and inclinometer installed, sight distance estimated",0,0
753544.755249351263046,1368434.283464565873146,ODOT2011,LS_2058,Oregon Department of Transportation, ,SL001-0298-51RN1, ,3/22/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS affects shoulder;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:298.51;Frequency:every 5 yrs or less;",1837.33996582031,0
753456.279527559876442,1368258.053149610757828,ODOT2011,LS_2059,Oregon Department of Transportation, ,SL001-0298-52LS1,Slavin/Russel Slide,3/22/2005,0,0,0,0, ,Landslide, , ,0,0, ,"Road Impact:LS affects shoulder; Other Impact:maybe unstable during an earthquake;", ," Hwy Name:Pacific; Hwy Number:001;Mile Post:298.52;Frequency:every 5 yrs or less;",0,0
1071676.267060369253159,1438439.80577427148819,ODOT2011,LS_2060,Oregon Department of Transportation, ,SL002-0067-68RE1, ,6/27/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF onto shoulder; Other Impact:rocks on shoulder now, possibly more frequently than maintenance or geology knows about;", ," Hwy Name:Columbia River; Hwy Number:002;Mile Post:67.68;Frequency:every 5 yrs or less;",135.740005493164,1634070
1099737.480643048882484,1438891.341863512992859,ODOT2011,LS_2061,Oregon Department of Transportation, ,SL002-0073-47LW1, ,6/27/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF onto shoulder;", ," Hwy Name:Columbia River; Hwy Number:002;Mile Post:73.47;Frequency:every yr;",422,58346.8984375
1099824.574475064873695,1438771.668307080864906,ODOT2011,LS_2062,Oregon Department of Transportation, ,SL002-0073-47RE1, ,6/27/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF contain in ditch;", ," Hwy Name:Columbia River; Hwy Number:002;Mile Post:73.47;Frequency:every yr;",341,45146
1106084.501312330365181,1438669.660104990005493,ODOT2011,LS_2063,Oregon Department of Transportation, ,SL002-0074-71RE1,Rowena Bluffs,6/27/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF on roadway;Lanes Affected:2;", ," Hwy Name:Columbia River; Hwy Number:002;Mile Post:74.71;Frequency:every 2 yrs;",886.359985351562,1478570
1106459.070538058876991,1438418.114173233509064,ODOT2011,LS_2064,Oregon Department of Transportation, ,SL002-0074-80RE1,Rowena Bluffs,6/27/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF fills lane;Lanes Affected:2;", ," Hwy Name:Columbia River; Hwy Number:002;Mile Post:74.8;Frequency:every 2 yrs;",1335.56005859375,969929
1106723.080380573868752,1438170.902230978012085,ODOT2011,LS_2065,Oregon Department of Transportation, ,SL002-0074-87RE1,Rowena Bluffs,6/27/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF on roadway;Lanes Affected:2;", ," Hwy Name:Columbia River; Hwy Number:002;Mile Post:74.87;Frequency:every 2 yrs;",522.375,1333720
1107097.073162734508514,1437720.762139111757278,ODOT2011,LS_2066,Oregon Department of Transportation, ,SL002-0074-98RE1,Rowena Bluffs,6/27/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF fills lane;Lanes Affected:2; Other Damage:Injury", ," Hwy Name:Columbia River; Hwy Number:002;Mile Post:74.98;Frequency:every 2 yrs;",1335.56005859375,5656430
1107395.356955379247665,1437320.587270334362984,ODOT2011,LS_2067,Oregon Department of Transportation, ,SL002-0075-07RE1,Rowena Bluffs,6/27/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF on roadway;Lanes Affected:2;", ," Hwy Name:Columbia River; Hwy Number:002;Mile Post:75.07;Frequency:every 2 yrs;",522.375,1475140
1107594.867125988006592,1437018.645669296383858,ODOT2011,LS_2068,Oregon Department of Transportation, ,SL002-0075-14RE1,Rowena Bluffs,6/27/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF fills lane;Lanes Affected:4; Other Damage:Fatality", ," Hwy Name:Columbia River; Hwy Number:002;Mile Post:75.14;Frequency:every 2 yrs;",2468.42993164062,9481020
1107887.733923882246017,1436599.160433068871498,ODOT2011,LS_2069,Oregon Department of Transportation, ,SL002-0075-24RE1,Rowena Bluffs,6/27/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF on roadway;Lanes Affected:2;", ," Hwy Name:Columbia River; Hwy Number:002;Mile Post:75.24;Frequency:every 2 yrs;",626.849975585938,5217580
1119154.210629925131798,1429920.928805768489838,ODOT2011,LS_2070,Oregon Department of Transportation, ,SL002-0077-82RE1, ,6/28/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:2;", ," Hwy Name:Columbia River; Hwy Number:002;Mile Post:77.82;Frequency:every 4 yrs;",1603.52001953125,0
431785.803805768489838,1482954.126640424132347,ODOT2011,LS_2071,Oregon Department of Transportation, ,SL009-0038-66BB1, ,4/27/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:2;Other Impact:dip in pavement;", ," Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:38.66;Frequency:every 5 yrs or less;no maintenance required",0,0
431287.0748031437397,1482102.249015748500824,ODOT2011,LS_2072,Oregon Department of Transportation, ,SL009-0038-85BB1, ,4/27/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:2;Other Impact:multiple dips in pavement;", ," Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:38.85;Frequency:every 5 yrs or less;no maintenance required",0,0
430854.079068243503571,1481740.468175858259201,ODOT2011,LS_2073,Oregon Department of Transportation, ,SL009-0038-96RS1, ,4/27/2005,0,0,0,0, ,Rockfall, , ,0,0, ,"Road Impact:RF on roadway;Lanes Affected:1;", ," Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:38.96;Frequency:2 times a yr;guessing at frequency because this just started producing rocks",723,0
430629.391404196619987,1481516.908136487007141,ODOT2011,LS_2074,Oregon Department of Transportation, ,SL009-0039-02BB1, ,4/27/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:2;Other Impact:2 dips in pavement;", ," Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:39.02;Frequency:every 5 yrs or less;no maintenance required",0,0
429621.656496062874794,1480391.593832015991211,ODOT2011,LS_2075,Oregon Department of Transportation, ,SL009-0039-32BB1, ,4/27/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:2;Other Impact:dip in pavement;", ," Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:39.32;Frequency:every 5 yrs or less;no maintenance required",0,0
429729.797900259494781,1479857.596128612756729,ODOT2011,LS_2076,Oregon Department of Transportation, ,SL009-0039-43BB1, ,4/27/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:2;Other Impact:dip in pavement;", ," Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:39.43;Frequency:every 5 yrs or less;no maintenance required",0,0
429777.076443567872047,1479670.034448817372322,ODOT2011,LS_2077,Oregon Department of Transportation, ,SL009-0039-46BB1, ,4/27/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:2;Other Impact:dip in pavement;", ," Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:39.46;Frequency:every 5 yrs or less;paced off sight distance, no maintenance required",0,0
429427.519028872251511,1479046.333989500999451,ODOT2011,LS_2078,Oregon Department of Transportation, ,SL009-0039-59BB1, ,5/16/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:2;Other Impact:bridge end;", ," Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:39.59;Frequency:every 5 yrs or less;no maintenance required",0,0
429267.825131237506866,1479019.00492125749588,ODOT2011,LS_2079,Oregon Department of Transportation, ,SL009-0039-63RS1, ,5/16/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:1;", ," Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:39.63;Frequency:every 5 yrs or less;no maintenance required",0,0
429188.810367450118065,1478999.967191606760025,ODOT2011,LS_2080,Oregon Department of Transportation, ,SL009-0039-64BB1, ,5/16/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:2;Other Impact:settlement over culvert;", ," Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:39.64;Frequency:every 5 yrs or less;no maintenance required",0,0
428997.390748038887978,1478938.77755905687809,ODOT2011,LS_2081,Oregon Department of Transportation, ,SL009-0039-68BB1, ,5/16/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:2;Other Impact:a couple dips in pavement;", ," Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:39.68;Frequency:every 5 yrs or less;no maintenance required",0,0
428349.838582679629326,1478108.866469815373421,ODOT2011,LS_2082,Oregon Department of Transportation, ,SL009-0039-90BB1, ,5/16/2005,0,0,0,0, ,Fill Failure, , ,0,0, ,"Road Impact:LS leaves 2-way traf;Lanes Affected:2;Other Impact:dip in pavement;", ," Hwy Name:Oregon Coast; Hwy Number:009;Mile Post:39.9;Frequency:every 5 yrs or less;no maintenance required",0,0
