UNIQUE_ID,Long,Lat,DATE,Northeast,North,Center,West,SouthEast,Northwest,East,South,SouthWest,maxdewpti,maxhumidity,maxpressurei,maxtempi,maxtempm,maxwspdi,mindewpti,mindewptm,minhumidity,minpressurei,mintempi,precipi,MAP_UNIT_L,MAP_UNIT_N,GEO_GENL_U,AGE_NAME,TERRANE_GR,FORMATION,G_ROCK_TYP,GN_LITH_TY,nlcd_2011_,nlcd_2001_,nlcd_2006_
NLS_269,-122.6708838,45.1273634,5/13/09 0:00,,,,,,1.30898,,,,51,96,30.27,53,12,17,37,3,76,29.86,38,0.63,QTt,Troutdale Formation,terrestrial sedimentary rocks,Miocene/Pleistocene,Willamette Group,Troutdale Formation,mixed grained sediments,sedimentary,82,82,82
NLS_270,-122.6812532,45.21660794,5/13/09 0:00,,,,,,0,,,,51,96,30.27,53,12,17,37,3,76,29.86,38,0.63,Qff2,Main body of fine-grained Missoula Flood deposits,sediments,Quaternary,Quaternary surficial deposits,Missoula Flood deposits,fine grained sediments,surficial sediments,82,82,82
NLS_271,-122.3512817,45.16697505,1/2/09 0:00,,,,,,19.77448,,,,39,100,30.15,43,6,18,31,-1,62,29.37,32,0.85,Ta2,Tertiary andesitic rocks,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,andesite,volcanic,42,42,42
NLS_272,-122.3633169,45.13555239,1/2/09 0:00,,,,,,11.58978,,,,39,100,30.15,43,6,18,31,-1,62,29.37,32,0.85,Ta2,Tertiary andesitic rocks,volcanic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,andesite,volcanic,42,42,42
NLS_273,-122.4359856,45.1194564,1/2/09 0:00,,,,,,2.77507,,,,39,100,30.15,43,6,18,31,-1,62,29.37,32,0.85,Tsau,"Sardine Formation, volcanic rocks, undivided",volcaniclastic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,mudflow breccia,volcanic,42,42,42
NLS_274,-122.496545,45.10210367,1/2/09 0:00,,,,,,7.83626,,,,39,100,30.15,43,6,18,31,-1,62,29.37,32,0.85,Tsau,"Sardine Formation, volcanic rocks, undivided",volcaniclastic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,mudflow breccia,volcanic,42,42,42
NLS_275,-122.6639961,45.05011777,12/4/06 0:00,,,,,,4.61871,,,,37,89,30.43,44,7,5,28,-2,73,30.35,30,0,Tsm,"Scotts Mills Formation, undifferentiated",marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Scotts Mills Formation,mixed lithologies,sedimentary,81,81,81
NLS_276,-122.6324147,45.06277125,5/13/09 0:00,,,,,,8.75686,,,,51,96,30.27,53,12,17,37,3,76,29.86,38,0.63,Tlb,Little Butte Volcanics,volcanic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,mixed lithologies,volcanic,42,42,42
NLS_277,-122.6083918,45.06321104,5/13/09 0:00,,,,,,12.24928,,,,51,96,30.27,53,12,17,37,3,76,29.86,38,0.63,Tom2,Tuffaceous arkose,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Scotts Mills Formation,fine grained sediments,sedimentary,42,42,42
NLS_278,-122.5699256,45.05183748,12/1/05 0:00,,,,,,17.74416,,,,40,100,29.73,43,6,18,34,1,73,29.46,37,0.46,Tom1,Fossiliferous sandstones and tuffaceous claystones,marine sedimentary rocks,Oligocene,Yaquina-Pittsburg Bluff Group,Scotts Mills Formation,fine grained sediments,sedimentary,42,42,42
NLS_279,-121.9988062,45.38780084,8/12/08 0:00,,,,,,21.55779,,,,61,78,30.01,78,26,17,61,16,54,29.98,68,0,Tbbu,Basalt of Bull Run Watershed and other ridge capping basalt,volcanic rocks,Pliocene,Early High Cascade Volcanics,No data,basalt,volcanic,42,42,42
NLS_280,-122.0493708,45.39565498,8/13/08 0:00,,,,,,23.97367,,,,57,77,30.06,64,18,0,57,14,77,30.06,64,0,Tb1,Tertiary basaltic and basaltic andesitic rocks,volcanic rocks,Pliocene,Early High Cascade Volcanics,No data,basalt,volcanic,42,42,42
NLS_281,-122.1337157,45.45766042,8/13/08 0:00,,,,,,25.18731,,,,59,93,30.06,87,31,12,54,12,37,29.93,56,0,Tmpr,Rhododendron Formation,volcaniclastic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,mudflow breccia,volcanic,42,42,42
NLS_282,-122.1607461,45.45089205,8/13/08 0:00,,,,,,27.17872,,,,59,93,30.06,87,31,12,54,12,37,29.93,56,0,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,42,42,42
NLS_283,-122.0688798,45.44648701,8/13/08 0:00,,,,,,41.94912,,,,57,77,30.06,64,18,0,57,14,77,30.06,64,0,Tpv,"Quaternary volcanics, flows of basaltic andesite and basalt, pyroclastic tuff, and breccia",volcanic rocks,Miocene,Early High Cascade Volcanics,No data,basalt,volcanic,42,42,42
NLS_284,-122.1151564,45.4430168,8/13/08 0:00,,,,,,28.40731,,,,59,93,30.06,87,31,12,54,12,37,29.93,56,0,Tv,"Tertiary and Quaternary volcanic and sedimentary rocks and deposits, undivided",volcaniclastic rocks,Miocene,Late Western Cascade Volcanics,Rhododendron Formation,mudflow breccia,volcanic,42,42,42
NLS_285,-122.8639172,45.4600512,3/22/05 0:00,,,,,,15.64549,,,,38,96,29.84,48,9,17,32,0,56,29.63,33,0,Tcr,Columbia River Basalt Group,volcanic rocks,Miocene,Columbia River Basalt Group,No data,basalt,volcanic,23,23,23
NLS_286,-118.9820137,45.89232506,10/17/07 0:00,,16.88127,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_287,-118.9801337,45.89127127,10/17/07 0:00,,20.66517,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_288,-118.9784094,45.89088561,10/17/07 0:00,,21.74569,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_289,-118.9752852,45.89096625,10/17/07 0:00,,22.39744,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_290,-118.9703437,45.89090206,10/17/07 0:00,,22.63542,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_291,-118.9684694,45.88639627,10/17/07 0:00,,20.16468,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_292,-118.9612109,45.87897376,10/17/07 0:00,,19.91311,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,82,82,82
NLS_293,-118.9888728,45.89532025,10/17/07 0:00,,25.65525,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_294,-118.994455,45.89412013,10/17/07 0:00,,19.04802,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,82,82,82
NLS_295,-119.0024111,45.89167828,10/17/07 0:00,,18.55547,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tu,Undivided Umatilla flows,volcanic rocks,Miocene,Columbia River Basalt Group,Saddle Mountain Basalt,basalt trachyandesite,volcanic,82,82,82
NLS_296,-118.952913,45.878017,10/17/07 0:00,,17.96211,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_297,-118.9304585,45.87221788,10/17/07 0:00,19.34958,,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,82,82,82
NLS_298,-118.9251451,45.86996661,10/17/07 0:00,19.43819,,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsh,Basalt of Sand Hollow,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_299,-118.9231136,45.86818311,10/17/07 0:00,21.83942,,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsh,Basalt of Sand Hollow,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_300,-118.919449,45.86589313,10/17/07 0:00,17.70405,,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsh,Basalt of Sand Hollow,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_301,-118.9102128,45.86134757,10/17/07 0:00,25.66104,,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_302,-118.9046287,45.85642697,10/17/07 0:00,17.55133,,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsh,Basalt of Sand Hollow,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_303,-118.8958843,45.84988836,10/17/07 0:00,22.44658,,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,82,82,82
NLS_304,-118.9247305,45.87559319,10/17/07 0:00,35.5616,,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_305,-118.91455,45.87690975,10/17/07 0:00,32.85575,,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_306,-118.9027921,45.87880961,10/17/07 0:00,15.8384,,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_307,-118.9402319,45.87307472,10/17/07 0:00,13.88806,14.03704,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,82,82,82
NLS_308,-118.9443545,45.87131255,10/17/07 0:00,,27.11853,,,,,,,,40,100,29.99,56,13,24,34,1,47,29.63,36,T,Tfsg,Basalt of Sentinel Gap,volcanic rocks,Miocene,Columbia River Basalt Group,Wanapum Basalt,basalt,volcanic,52,52,52
NLS_309,-123.6146503,45.52860779,8/9/06 0:00,,,,,,27.76373,,,,61,78,30.17,82,28,15,55,13,42,30.05,59,T,Tidb,Diabase,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,basalt,plutonic,41,41,41
NLS_310,-123.6108223,45.51998259,8/9/06 0:00,,,,,,33.7408,,,,61,78,30.17,82,28,15,55,13,42,30.05,59,T,Thpb,Basalt of Hembre Ridge,volcanic rocks,Eocene,Hembre Ridge-Three Rivers Group,No data,pillow lavas,volcanic,43,43,43
NLS_311,-123.6081052,45.53835789,8/9/06 0:00,,,,,,34.14524,,,,61,78,30.17,82,28,15,55,13,42,30.05,59,T,Tidb,Diabase,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,basalt,plutonic,43,43,43
NLS_312,-123.6125506,45.53763343,8/9/06 0:00,,,,,,40.99663,,,,61,78,30.17,82,28,15,55,13,42,30.05,59,T,Tidb,Diabase,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,basalt,plutonic,43,43,43
NLS_313,-123.6135772,45.54227269,8/9/06 0:00,,,,,,32.61292,,,,61,78,30.17,82,28,15,55,13,42,30.05,59,T,Tidb,Diabase,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,basalt,plutonic,41,41,41
NLS_314,-123.6000511,45.54414765,8/9/06 0:00,,,,,,25.05947,,,,61,78,30.17,82,28,15,55,13,42,30.05,59,T,Tidb,Diabase,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,basalt,plutonic,43,43,43
NLS_315,-123.4443942,45.6068208,7/1/08 0:00,,,,,,49.54539,,,,61,96,30.05,83,28,8,48,9,45,29.9,51,0,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,71,71,71
NLS_316,-123.4392487,45.60919239,7/1/08 0:00,,,,,,37.05106,,,,61,96,30.05,83,28,8,48,9,45,29.9,51,0,Qls,Landslide deposits,sediments,Quaternary,Quaternary surficial deposits,Landslide deposits,mixed grained sediments,surficial sediments,52,42,42
NLS_317,-123.4366959,45.61161987,7/1/08 0:00,,,,,,37.90018,,,,61,96,30.05,83,28,8,48,9,45,29.9,51,0,Tbs,Basaltic sandstone at Roy Creek,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,basaltic sandstone,sedimentary,42,42,42
NLS_318,-123.43876,45.61653706,7/1/08 0:00,,,,,,47.91151,,,,61,96,30.05,83,28,8,48,9,45,29.9,51,0,Tbs,Basaltic sandstone at Roy Creek,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,basaltic sandstone,sedimentary,42,42,42
NLS_319,-123.4381045,45.62061359,7/1/08 0:00,,,,,,43.70284,,,,61,96,30.05,83,28,8,48,9,45,29.9,51,0,Tbs,Basaltic sandstone at Roy Creek,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,basaltic sandstone,sedimentary,42,42,42
NLS_320,-123.4698987,45.61587161,7/1/08 0:00,,,,,,41.03362,,,,61,96,30.05,83,28,8,48,9,45,29.9,51,0,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42
NLS_321,-123.467005,45.61333931,7/1/08 0:00,,,,,,37.19553,,,,61,96,30.05,83,28,8,48,9,45,29.9,51,0,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,52,52,52
NLS_322,-123.4696221,45.6121821,7/1/08 0:00,,,,,,38.4777,,,,61,96,30.05,83,28,8,48,9,45,29.9,51,0,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42
NLS_323,-123.474475,45.61920945,7/1/08 0:00,,,,,,36.5497,,,,61,96,30.05,83,28,8,48,9,45,29.9,51,0,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,43,43,43
NLS_324,-123.4712333,45.6216552,7/1/08 0:00,,,,,,36.35244,,,,61,96,30.05,83,28,8,48,9,45,29.9,51,0,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,52,52,52
NLS_325,-123.4625376,45.61042263,7/1/08 0:00,,,,,,44.71432,,,,61,96,30.05,83,28,8,48,9,45,29.9,51,0,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42
NLS_326,-123.4674578,45.60369257,7/1/08 0:00,,,,,,38.3684,,,,61,96,30.05,83,28,8,48,9,45,29.9,51,0,Tbpl,"Tillamook Volcanics, lower plagioclase porphyritic basalt",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,52,52,52
NLS_327,-123.3797235,45.61510131,7/7/08 0:00,,,,,,33.5365,,,,56,93,30.16,82,28,14,48,9,33,30.09,49,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,slope mudstone,sedimentary,52,52,52
NLS_328,-123.3769926,45.61401719,7/7/08 0:00,,,,,,46.18347,,,,56,93,30.16,82,28,14,48,9,33,30.09,49,0,Tiab,Porphrytic basalt,intrusive rocks,Eocene,Yachats-Tillamook Group,No data,basalt,plutonic,52,52,52
NLS_329,-123.3835936,45.61306685,7/2/08 0:00,,,,,,24.9365,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,slope mudstone,sedimentary,42,42,42
NLS_330,-123.3929083,45.61114007,7/2/08 0:00,,,,,,28.35016,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42
NLS_331,-123.3960848,45.60906174,7/2/08 0:00,,,,,,33.73133,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Tbru,"Tillamook Volcanics, upper submarine basaslt lapilli tuff and breccia",volcaniclastic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42
NLS_332,-123.3891001,45.60923452,7/2/08 0:00,,,,,,21.19886,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,slope mudstone,sedimentary,42,42,42
NLS_333,-123.3934036,45.6072496,7/2/08 0:00,,,,,,17.75829,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,slope mudstone,sedimentary,43,43,43
NLS_334,-123.3937033,45.62008875,7/2/08 0:00,,,,,,30.97402,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42
NLS_335,-123.4028408,45.62319514,7/2/08 0:00,,,,,,46.59213,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,43,43,43
NLS_336,-123.4065038,45.62219522,7/2/08 0:00,,,,,,42.11998,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,52,52,52
NLS_337,-123.4130771,45.62239526,7/2/08 0:00,,,,,,34.26482,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Tbu,"Tillamook Volcanics, Upper porphyritic basalt flows",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42
NLS_338,-123.3931727,45.63531158,7/2/08 0:00,,,,,,44.38118,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Tbpu,"Tillamook Volcanics, upper plagioclase porphyritic basalt",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42
NLS_339,-123.3947825,45.6329691,7/2/08 0:00,,,,,,26.73739,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Tbs,Basaltic sandstone at Roy Creek,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,basaltic sandstone,sedimentary,42,42,42
NLS_340,-123.3916488,45.62904725,7/2/08 0:00,,,,,,38.42572,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Tbpu,"Tillamook Volcanics, upper plagioclase porphyritic basalt",volcanic rocks,Eocene,Yachats-Tillamook Group,Tillamook Volcanics,basalt,volcanic,42,42,42
NLS_341,-123.3703751,45.61290728,7/7/08 0:00,,,,,,34.16537,,,,56,93,30.16,82,28,14,48,9,33,30.09,49,0,Tidb,Diabase,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,basalt,plutonic,42,42,42
NLS_342,-123.3748413,45.61243399,7/7/08 0:00,,,,,,30.72277,,,,56,93,30.16,82,28,14,48,9,33,30.09,49,0,Tidb,Diabase,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,basalt,plutonic,42,42,42
NLS_343,-123.3643163,45.61087437,7/7/08 0:00,,,,,,23.65218,,,,56,93,30.16,82,28,14,48,9,33,30.09,49,0,Tidb,Diabase,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,basalt,plutonic,42,42,42
NLS_344,-123.3617903,45.61911669,7/7/08 0:00,,,,,,37.51606,,,,56,93,30.16,82,28,14,48,9,33,30.09,49,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,slope mudstone,sedimentary,42,42,42
NLS_345,-123.3510348,45.60768437,7/7/08 0:00,,,,,,9.66551,,,,56,93,30.16,82,28,14,48,9,33,30.09,49,0,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,slope mudstone,sedimentary,52,71,52
NLS_346,-123.3657369,45.60471932,7/7/08 0:00,,,,,,10.52066,,,,56,93,30.16,82,28,14,48,9,33,30.09,49,0,Tidb,Diabase,intrusive rocks,Eocene,Coastal Intrusives Group,Diabase of Lee's Falls,basalt,plutonic,42,42,42
NLS_347,-123.3845447,45.60619595,7/2/08 0:00,,,,,,35.27035,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,slope mudstone,sedimentary,42,42,42
NLS_348,-123.4028103,45.60374419,7/2/08 0:00,,,,,,34.39261,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Ty,Yamhill Formation,marine sedimentary rocks,Eocene,Elkton-Yamhill Group,Yamhill Formation,slope mudstone,sedimentary,42,42,42
NLS_349,-123.4050879,45.60611152,7/2/08 0:00,,,,,,25.05947,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Tbs,Basaltic sandstone at Roy Creek,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,basaltic sandstone,sedimentary,42,42,42
NLS_350,-123.4178405,45.61754993,7/2/08 0:00,,,,,,33.74424,,,,65,87,29.94,86,30,8,52,11,37,29.82,55,T,Tbs,Basaltic sandstone at Roy Creek,marine sedimentary rocks,Eocene,Nestucca-Hamlet Group,No data,basaltic sandstone,sedimentary,42,42,42
NLS_351,-122.9904253,43.32106659,9/25/08 0:00,,,,41.63864,,,,,,54,82,30.13,70,21,9,44,7,42,29.98,52,0,Tc,Colestin Formation,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,mixed lithologies,volcanic,42,42,42
NLS_352,-122.9881554,43.31838892,9/25/08 0:00,,,,24.82901,,,,,,54,82,30.13,70,21,9,44,7,42,29.98,52,0,Tc,Colestin Formation,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,mixed lithologies,volcanic,42,42,42
NLS_353,-122.9742407,43.31518006,9/25/08 0:00,,,,42.51078,,,,,,54,82,30.13,70,21,9,44,7,42,29.98,52,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
NLS_354,-122.966678,43.30692006,9/25/08 0:00,,,,28.14428,,,,,27.46272,54,82,30.13,70,21,9,44,7,42,29.98,52,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
NLS_355,-122.9608238,43.30383553,9/25/08 0:00,,,,,,,,,25.28576,54,82,30.13,70,21,9,44,7,42,29.98,52,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
NLS_356,-122.9535084,43.2995096,9/25/08 0:00,,,,,,,,,31.24001,54,82,30.13,70,21,9,44,7,42,29.98,52,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
NLS_357,-122.9988865,43.32087883,9/25/08 0:00,,,,27.81965,,,,,,54,82,30.13,70,21,9,44,7,42,29.98,52,0,Tc,Colestin Formation,volcaniclastic rocks,Eocene/Oligocene,Early Western Cascade Volcanics,Colestin Formation,mixed lithologies,volcanic,42,42,42
NLS_358,-122.982557,43.32554469,9/25/08 0:00,,,,20.78498,,,,,,54,82,30.13,70,21,9,44,7,42,29.98,52,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
NLS_359,-122.9762675,43.32404664,9/25/08 0:00,,,,34.06172,,,,,,54,82,30.13,70,21,9,44,7,42,29.98,52,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
NLS_360,-122.9588287,43.3138815,9/25/08 0:00,,,,38.89902,,,,,,54,82,30.13,70,21,9,44,7,42,29.98,52,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,71,71,71
NLS_361,-122.9512746,43.31186417,9/25/08 0:00,,,,27.45956,,,,,,54,82,30.13,70,21,9,44,7,42,29.98,52,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
NLS_362,-122.9487306,43.31664797,9/25/08 0:00,,,,33.99829,,,,,,54,82,30.13,70,21,9,44,7,42,29.98,52,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
NLS_363,-122.9477586,43.31927579,9/25/08 0:00,,,,33.15595,,,,,,54,82,30.13,70,21,9,44,7,42,29.98,52,0,Tlt,Little Butte Volcanic Series; tuff,volcaniclastic rocks,Oligocene/Miocene,Little Butte Volcanics,No data,tuff,volcanic,42,42,42
