UNIQUE_ID,Long,Lat,DATE,Northeast,North,Center,West,SouthEast,Northwest,East,South,SouthWest,maxdewpti,maxhumidity,maxpressurei,maxtempi,maxwspdi,mindewpti,minhumidity,minpressurei,mintempi,precipi
LS_475,-123.4941996,45.82136396,7/15/08 0:00,,,,,,16.35505,,,,53,67,30.01,92,17,43,21,29.92,59,0
LS_476,-123.4939448,45.82055788,7/15/08 0:00,,,,,,11.20153,,,,53,67,30.01,92,17,43,21,29.92,59,0
LS_477,-123.4938145,45.81969225,7/15/08 0:00,,,,,,9.49799,,,,53,67,30.01,92,17,43,21,29.92,59,0
LS_478,-123.4934573,45.81852002,7/15/08 0:00,,,,,,14.43726,,,,53,67,30.01,92,17,43,21,29.92,59,0
LS_479,-123.4919177,45.8155319,7/15/08 0:00,,,,,,11.57032,,,,53,67,30.01,92,17,43,21,29.92,59,0
LS_480,-123.4829807,45.81083901,7/15/08 0:00,,,,,,21.64487,,,,53,67,30.01,92,17,43,21,29.92,59,0
LS_481,-123.4550172,45.7913107,7/17/08 0:00,,,,,,12.76344,,,,54,100,30.18,81,17,37,21,30.04,45,0
LS_482,-123.4491374,45.79066902,7/17/08 0:00,,,,,,16.9442,,,,54,100,30.18,81,17,37,21,30.04,45,0
LS_483,-123.4302022,45.78248015,7/17/08 0:00,,,,,,14.22659,,,,54,100,30.18,81,17,37,21,30.04,45,0
LS_484,-123.4048786,45.77428236,7/17/08 0:00,,,,,,28.1038,,,,54,100,30.18,81,17,37,21,30.04,45,0
LS_485,-123.3954773,45.77276076,7/17/08 0:00,,,,,,18.19619,,,,54,100,30.18,81,17,37,21,30.04,45,0
LS_486,-123.3850809,45.77275228,7/17/08 0:00,,,,,,33.99347,,,,54,100,30.18,81,17,37,21,30.04,45,0
LS_487,-123.3824618,45.77325593,7/17/08 0:00,,,,,,24.61592,,,,54,100,30.18,81,17,37,21,30.04,45,0
LS_488,-123.3544848,45.78021168,7/17/08 0:00,,,,,,21.11482,,,,54,100,30.18,81,17,37,21,30.04,45,0
LS_489,-123.3185256,45.77122256,7/17/08 0:00,,,,,,17.41523,,,,54,100,30.18,81,17,37,21,30.04,45,0
LS_491,-123.2761174,45.74959889,7/21/08 0:00,,,,,,12.80175,,,,57,86,30.03,82,21,42,36,29.92,47,0
LS_492,-123.276084,45.74894794,7/21/08 0:00,,,,,,8.75686,,,,57,86,30.03,82,21,42,36,29.92,47,0
LS_493,-123.2759661,45.74850976,7/21/08 0:00,,,,,,11.64795,,,,57,86,30.03,82,21,42,36,29.92,47,0
LS_494,-123.2758057,45.74781224,7/21/08 0:00,,,,,,14.06851,,,,57,86,30.03,82,21,42,36,29.92,47,0
LS_495,-123.2745874,45.74691119,8/11/08 0:00,,,,,,15.0745,,,,59,93,30.12,83,13,53,42,29.95,56,0
LS_496,-123.2734061,45.74497336,7/21/08 0:00,,,,,,16.99652,,,,57,86,30.03,82,21,42,36,29.92,47,0
LS_497,-123.2718125,45.74371303,7/21/08 0:00,,,,,,23.84208,,,,57,86,30.03,82,21,42,36,29.92,47,0
LS_498,-123.2700252,45.74342906,7/21/08 0:00,,,,,,19.73553,,,,57,86,30.03,82,21,42,36,29.92,47,0
LS_499,-123.2679565,45.74353605,7/21/08 0:00,,,,,,18.05864,,,,56,86,30.03,81,17,47,42,29.92,55,0
LS_500,-123.2633265,45.73732319,7/21/08 0:00,,,,,,20.5599,,,,57,86,30.03,82,21,42,36,29.92,47,0
LS_501,-123.2458379,45.72803044,7/21/08 0:00,,,,,,26.16301,,,,56,86,30.03,81,17,47,42,29.92,55,0
LS_502,-123.2407626,45.7250081,7/21/08 0:00,,,,,,12.23464,,,,56,86,30.03,81,17,47,42,29.92,55,0
LS_503,-123.2389168,45.72099695,7/21/08 0:00,,,,,,17.86379,,,,56,86,30.03,81,17,47,42,29.92,55,0
LS_504,-123.2337424,45.70838762,8/11/08 0:00,,,,,,24.38645,,,,59,93,30.12,83,13,53,42,29.95,56,0
LS_505,-123.2328987,45.70862587,8/11/08 0:00,,,,,,34.04084,,,,59,93,30.12,83,13,53,42,29.95,56,0
LS_506,-123.2326214,45.70865198,8/11/08 0:00,,,,,,29.30151,,,,59,93,30.12,83,13,53,42,29.95,56,0
LS_507,-123.2321373,45.708423,8/11/08 0:00,,,,,,21.46472,,,,59,93,30.12,83,13,53,42,29.95,56,0
LS_508,-123.2277159,45.70321909,8/11/08 0:00,,,,,,27.11584,,,,59,93,30.12,83,13,53,42,29.95,56,0
LS_509,-123.2238418,45.70313212,8/11/08 0:00,,,,,,35.81025,,,,59,93,30.12,83,13,53,42,29.95,56,0
LS_510,-123.2188509,45.70099206,8/11/08 0:00,,,,,,39.08539,,,,59,93,30.12,83,13,53,42,29.95,56,0
LS_511,-123.2150787,45.69603216,8/11/08 0:00,,,,,,28.97743,,,,59,93,30.12,83,13,53,42,29.95,56,0
LS_512,-123.2145439,45.69520412,8/11/08 0:00,,,,,,23.75216,,,,59,93,30.12,83,13,53,42,29.95,56,0
LS_513,-123.2133178,45.6928653,8/11/08 0:00,,,,,,27.84511,,,,59,93,30.12,83,13,53,42,29.95,56,0
LS_514,-123.2127838,45.6901071,8/11/08 0:00,,,,,,23.88449,,,,59,93,30.12,83,13,53,42,29.95,56,0
LS_515,-123.209452,45.68860949,8/11/08 0:00,,,,,,30.06723,,,,59,93,30.12,83,13,53,42,29.95,56,0
LS_516,-123.1116321,45.63885193,8/11/08 0:00,,,,,,18.03789,,,,59,93,30.12,83,13,53,42,29.95,56,0
LS_517,-122.7121468,45.50713171,10/12/07 0:00,,,,,,37.47788,,,,52,100,29.97,65,10,47,52,29.82,49,0.02
LS_518,-122.7087743,45.50960501,10/12/07 0:00,,,,,,32.2241,,,,52,100,29.97,65,10,47,52,29.82,49,0.02
LS_521,-122.7023043,45.51368477,10/12/07 0:00,,,,,,35.24841,,,,52,100,29.97,65,10,47,52,29.82,49,0.02
LS_528,-119.9871895,43.01808844,7/19/07 0:00,,,,,,,,5.22427,,43,76,30.09,73,15,30,20,29.99,41,0
LS_529,-120.0859271,42.79001266,7/19/07 0:00,,,,,,,,22.35282,,43,76,30.09,73,15,30,20,29.99,41,0
LS_530,-120.1849079,42.62242851,7/19/07 0:00,,,,,,,,21.73169,,43,76,30.09,73,15,30,20,29.99,41,0
LS_531,-120.2061357,42.55392463,7/19/07 0:00,,,,,,,,17.64398,,43,76,30.09,73,15,30,20,29.99,41,0
LS_547,-121.2309498,44.72434455,8/14/07 0:00,,,18.79298,,,,,,,46,76,30.03,92,15,23,8,29.84,47,0
LS_549,-121.2031634,44.72194842,8/14/07 0:00,,,45.13171,,,,,,,46,76,30.03,92,15,23,8,29.84,47,0
LS_551,-121.2021378,44.72133379,8/14/07 0:00,,,47.51912,,,,,,,46,76,30.03,92,15,23,8,29.84,47,0
LS_554,-123.2680702,44.05145747,8/22/07 0:00,,,,6.0883,,,,,,57,93,30.09,78,16,52,40,29.95,55,0
LS_555,-122.6564411,45.29495799,8/28/07 0:00,,,,,,17.55204,,,,51,86,30.1,86,12,40,20,29.96,52,0
LS_556,-123.2452467,43.21206852,10/9/08 0:00,,,,,,,,,19.90162,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_557,-123.2445115,43.21261151,10/9/08 0:00,,,,,,,,,19.9664,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_558,-123.243892,43.21334089,10/9/08 0:00,,,,,,,,,11.98078,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_559,-123.2341718,43.22397851,10/9/08 0:00,,,,,,,,,24.04458,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_560,-123.2304991,43.22978562,10/9/08 0:00,,,,,,,,,19.86099,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_561,-123.2253491,43.2436755,10/9/08 0:00,,,,,,,,,17.11986,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_562,-123.2230277,43.24769069,10/9/08 0:00,,,,,,,,,17.5491,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_563,-123.2229407,43.24872258,10/9/08 0:00,,,,,,,,,28.01216,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_564,-123.2174287,43.25307409,10/9/08 0:00,,,,,,,,,18.05562,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_565,-123.2171776,43.25347441,10/9/08 0:00,,,,,,,,,15.24049,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_566,-123.2164925,43.25387805,10/9/08 0:00,,,,,,,,,22.75123,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_567,-123.2091498,43.26416822,10/9/08 0:00,,,,,,,,,14.02547,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_568,-123.2080589,43.26436563,10/9/08 0:00,,,,,,,,,21.81405,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_569,-123.2047352,43.26917226,10/9/08 0:00,,,,,,,,,10.00345,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_570,-123.1765145,43.29386698,10/9/08 0:00,,,,,,,,,19.89554,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_571,-123.1742745,43.29689321,10/9/08 0:00,,,,,,,,,11.84507,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_572,-123.1713597,43.29965199,10/9/08 0:00,,,,,,,,,13.03695,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_573,-123.1555314,43.30207227,10/9/08 0:00,,,,13.72717,,,,,13.85525,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_574,-123.1102447,43.29578914,10/9/08 0:00,,,,,,,,,27.62051,42,93,30.29,53,16,38,68,30.24,43,0.11
LS_575,-123.1052719,43.29572695,10/6/08 0:00,,,,,,,,,35.53194,54,100,30.12,79,9,45,30,30,52,0.01
LS_576,-123.1045193,43.29615136,10/6/08 0:00,,,,,,,,,27.61054,54,100,30.12,79,9,45,30,30,52,0.01
LS_578,-123.103381,43.29634673,10/6/08 0:00,,,,,,,,,38.21953,54,100,30.12,79,9,45,30,30,52,0.01
LS_579,-123.0719512,43.30992563,10/6/08 0:00,,,,16.38279,,,,,,54,100,30.12,79,9,45,30,30,52,0.01
LS_580,-123.0615543,43.31787379,10/6/08 0:00,,,,7.72492,,,,,,54,100,30.12,79,9,45,30,30,52,0.01
LS_581,-123.0451555,43.32390642,10/6/08 0:00,,,,19.57338,,,,,,54,100,30.12,79,9,45,30,30,52,0.01
LS_583,-123.0312187,43.32236565,10/6/08 0:00,,,,32.28779,,,,,,54,100,30.12,79,9,45,30,30,52,0.01
LS_584,-123.0288093,43.32268195,10/6/08 0:00,,,,18.53248,,,,,,54,100,30.12,79,9,45,30,30,52,0.01
LS_585,-122.9359537,43.29967786,9/24/08 0:00,,,,,,,,,39.50598,45,83,29.99,82,8,33,18,29.88,46,0
LS_586,-122.9351029,43.29942788,9/24/08 0:00,,,,,,,,,36.73394,45,83,29.99,82,8,33,18,29.88,46,0
LS_588,-122.9028163,43.29961982,9/24/08 0:00,,,,,,,,,16.13945,45,83,29.99,82,8,33,18,29.88,46,0
LS_589,-122.9014684,43.29971672,9/24/08 0:00,,,,,,,,,23.34632,45,83,29.99,82,8,33,18,29.88,46,0
LS_590,-122.8975564,43.30138616,9/24/08 0:00,,,,,,,,,17.2009,45,83,29.99,82,8,33,18,29.88,46,0
LS_591,-122.8940507,43.30154697,9/24/08 0:00,,,,,,,,,25.37751,45,83,29.99,82,8,33,18,29.88,46,0
LS_593,-122.8820394,43.29884622,9/23/08 0:00,,,,,,,,,18.96579,44,86,30.2,75,6,38,31,29.97,43,0
LS_594,-122.8807569,43.29855162,9/23/08 0:00,,,,,,,,,24.70322,44,86,30.2,75,6,38,31,29.97,43,0
LS_595,-122.8802968,43.29859864,9/23/08 0:00,,,,,,,,,28.49312,44,86,30.2,75,6,38,31,29.97,43,0
LS_597,-122.8769097,43.29938669,9/23/08 0:00,,,,,,,,,31.15268,44,86,30.2,75,6,38,31,29.97,43,0
LS_598,-122.8754519,43.29973961,9/23/08 0:00,,,,,,,,,36.93428,44,86,30.2,75,6,38,31,29.97,43,0
LS_599,-122.8743848,43.29997943,9/23/08 0:00,,,,,,,,,33.34609,44,86,30.2,75,6,38,31,29.97,43,0
LS_600,-122.8731577,43.30004162,9/23/08 0:00,,,,,,,,,40.48946,44,86,30.2,75,6,38,31,29.97,43,0
LS_601,-122.8722339,43.30027903,9/23/08 0:00,,,,,,,,,29.95061,44,86,30.2,75,6,38,31,29.97,43,0
LS_602,-122.8708275,43.30118936,9/23/08 0:00,,,,,,,,,40.96704,44,86,30.2,75,6,38,31,29.97,43,0
LS_603,-122.8705744,43.30144527,9/23/08 0:00,,,,,,,,,40.47932,44,86,30.2,75,6,38,31,29.97,43,0
LS_604,-122.8698982,43.30246729,9/23/08 0:00,,,,,,,,,26.84341,44,86,30.2,75,6,38,31,29.97,43,0
LS_605,-122.8641793,43.30468538,9/23/08 0:00,,,,,,,,,23.33983,44,86,30.2,75,6,38,31,29.97,43,0
LS_606,-122.8633143,43.3047773,9/23/08 0:00,,,,,,,,,19.96842,44,86,30.2,75,6,38,31,29.97,43,0
LS_607,-122.8621639,43.30497266,9/23/08 0:00,,,,,,,,,22.16251,44,86,30.2,75,6,38,31,29.97,43,0
LS_608,-122.8613474,43.30490035,9/23/08 0:00,,,,,,,,,23.8493,44,86,30.2,75,6,38,31,29.97,43,0
LS_609,-122.8608807,43.30482459,9/23/08 0:00,,,,,,,,,22.76639,44,86,30.2,75,6,38,31,29.97,43,0
LS_610,-122.8571307,43.30647008,9/23/08 0:00,,,,,,,,,36.21963,44,86,30.2,75,6,38,31,29.97,43,0
LS_612,-122.8557759,43.30652593,9/23/08 0:00,,,,,,,,,62.33221,44,86,30.2,75,6,38,31,29.97,43,0
LS_614,-122.8522009,43.30686641,9/23/08 0:00,,,,,,,,,35.88849,44,86,30.2,75,6,38,31,29.97,43,0
LS_615,-122.8519747,43.3071698,9/23/08 0:00,,,,,,,,,38.04604,44,86,30.2,75,6,38,31,29.97,43,0
LS_617,-122.8484974,43.31178387,9/23/08 0:00,,,,30.23036,,,,,,44,86,30.2,75,6,38,31,29.97,43,0
LS_618,-122.848191,43.31194876,9/23/08 0:00,,,,31.3315,,,,,,44,86,30.2,75,6,38,31,29.97,43,0
LS_619,-122.8421226,43.31289634,9/23/08 0:00,,,,24.93081,,,,,,44,86,30.2,75,6,38,31,29.97,43,0
LS_620,-122.8395946,43.31289012,9/23/08 0:00,,,,35.46783,,,,,,44,86,30.2,75,6,38,31,29.97,43,0
LS_621,-122.8386575,43.31296342,9/23/08 0:00,,,,46.65045,,,,,,44,86,30.2,75,6,38,31,29.97,43,0
LS_622,-122.8358137,43.31323654,9/23/08 0:00,,,,27.9106,,,,,,44,86,30.2,75,6,38,31,29.97,43,0
LS_623,-122.8302719,43.31550795,9/22/08 0:00,,,,33.4661,,,,,,52,93,30.25,67,14,39,37,30.16,47,T
LS_624,-122.828019,43.31848748,9/22/08 0:00,,,,22.74706,,,,,,52,93,30.25,67,14,39,37,30.16,47,T
LS_626,-122.8255104,43.31858204,9/22/08 0:00,,,,26.47713,,,,,,52,93,30.25,67,14,39,37,30.16,47,T
LS_627,-122.8247813,43.31880775,9/22/08 0:00,,,,42.20807,,,,,,52,93,30.25,67,14,39,37,30.16,47,T
LS_629,-122.8236133,43.31915878,9/22/08 0:00,,,,38.39998,,,,,,52,93,30.25,67,14,39,37,30.16,47,T
LS_631,-122.8175716,43.32111818,9/22/08 0:00,,,,35.97383,,,,,,52,93,30.25,67,14,39,37,30.16,47,T
LS_632,-122.8166553,43.32153794,9/22/08 0:00,,,,28.55601,,,,,,52,93,30.25,67,14,39,37,30.16,47,T
LS_635,-122.8086154,43.32168732,9/22/08 0:00,,,,47.37665,,,,,,52,93,30.25,67,14,39,37,30.16,47,T
LS_638,-122.8047628,43.32551014,9/22/08 0:00,,,,45.20486,,,,,,52,93,30.25,67,14,39,37,30.16,47,T
LS_641,-122.795434,43.32552558,9/9/08 0:00,,,,43.45082,,,,,,51,77,29.91,82,16,46,30,29.78,54,0
LS_643,-122.7920161,43.3299269,9/9/08 0:00,,,,50.20119,,,,,,51,77,29.91,82,16,46,30,29.78,54,0
LS_649,-122.7743312,43.33708758,9/9/08 0:00,,,,40.22006,,,,,,51,77,29.91,82,16,46,30,29.78,54,0
LS_650,-122.7627672,43.3412215,9/9/08 0:00,,,,50.7485,,,,,,51,77,29.91,82,16,46,30,29.78,54,0
LS_651,-122.7534835,43.34434243,9/9/08 0:00,,,,47.96016,,,,,,51,77,29.91,82,16,46,30,29.78,54,0
LS_656,-122.7190693,43.33686146,9/10/08 0:00,,,,23.39957,,,,,,49,86,30.01,82,16,43,24,29.89,49,0
LS_658,-122.7169053,43.33650619,9/10/08 0:00,,,,24.57991,,,,,,49,86,30.01,82,16,43,24,29.89,49,0
LS_660,-122.708232,43.33380571,9/10/08 0:00,,,,24.37264,,,,,,49,86,30.01,82,16,43,24,29.89,49,0
LS_661,-122.7078477,43.33362048,9/10/08 0:00,,,,30.43151,,,,,,49,86,30.01,82,16,43,24,29.89,49,0
LS_667,-122.6945217,43.3241548,9/10/08 0:00,,,,35.02763,,,,,,49,86,30.01,82,16,43,24,29.89,49,0
LS_668,-122.6938258,43.32165077,9/10/08 0:00,,,,36.23208,,,,,,49,86,30.01,82,16,43,24,29.89,49,0
LS_669,-122.6928806,43.32047898,9/10/08 0:00,,,,35.48021,,,,,,49,86,30.01,82,16,43,24,29.89,49,0
LS_672,-122.6815766,43.31006391,9/10/08 0:00,,,,,,,,,17.11986,49,86,30.01,82,16,43,24,29.89,49,0
LS_679,-122.6610137,43.30041946,9/11/08 0:00,,,,,,,,,31.59751,47,77,29.96,96,13,35,13,29.79,50,0
LS_683,-122.6434055,43.29787026,9/11/08 0:00,,,,,,,,,28.75697,47,77,29.96,96,13,35,13,29.79,50,0
LS_684,-122.6368778,43.29787685,9/11/08 0:00,,,,,,,,,37.38465,47,77,29.96,96,13,35,13,29.79,50,0
LS_685,-122.6355951,43.29695164,9/11/08 0:00,,,,,,,,,33.23737,47,77,29.96,96,13,35,13,29.79,50,0
LS_687,-122.6315962,43.29530723,9/11/08 0:00,,,,,,,,,46.6961,47,77,29.96,96,13,35,13,29.79,50,0
LS_691,-122.6246459,43.29615735,9/11/08 0:00,,,,,,,,,30.26686,47,77,29.96,96,13,35,13,29.79,50,0
LS_692,-122.6219624,43.29484838,9/11/08 0:00,,,,,,,,,22.47765,47,77,29.96,96,13,35,13,29.79,50,0
LS_701,-122.5275162,43.30243538,10/8/08 0:00,,,,,,,,,32.22704,42,89,30.4,64,18,31,36,30.22,42,0
LS_702,-122.5254934,43.30353188,10/8/08 0:00,,,,,,,,,46.33041,42,89,30.4,64,18,31,36,30.22,42,0
LS_704,-122.5132295,43.30393177,10/8/08 0:00,,,,,,,,,36.48901,42,89,30.4,64,18,31,36,30.22,42,0
LS_705,-122.5084025,43.30505067,10/8/08 0:00,,,,,,,,,31.38255,42,89,30.4,64,18,31,36,30.22,42,0
LS_706,-122.5075896,43.30505631,10/8/08 0:00,,,,,,,,,32.60643,42,89,30.4,64,18,31,36,30.22,42,0
LS_707,-122.5039677,43.30322074,10/8/08 0:00,,,,,,,,,25.37322,42,89,30.4,64,18,31,36,30.22,42,0
LS_708,-122.5023465,43.30228244,10/8/08 0:00,,,,,,,,,36.35562,42,89,30.4,64,18,31,36,30.22,42,0
LS_710,-122.4981604,43.30110774,10/8/08 0:00,,,,,,,,,39.85059,42,89,30.4,64,18,31,36,30.22,42,0
LS_711,-122.4966456,43.30016833,10/8/08 0:00,,,,,,,,,32.58153,42,89,30.4,64,18,31,36,30.22,42,0
LS_712,-122.4961495,43.29994145,10/8/08 0:00,,,,,,,,,33.87313,42,89,30.4,64,18,31,36,30.22,42,0
LS_713,-122.4943145,43.29888547,10/8/08 0:00,,,,,,,,,23.95115,42,89,30.4,64,18,31,36,30.22,42,0
LS_714,-122.4893285,43.29671315,10/7/08 0:00,,,,,,,,,40.39632,56,93,30.4,67,20,38,37,30.13,51,0.22
LS_715,-122.4890381,43.29627899,10/7/08 0:00,,,,,,,,,33.23737,56,93,30.4,67,20,38,37,30.13,51,0.22
LS_716,-122.486267,43.29509261,10/7/08 0:00,,,,,,,,,27.71868,56,93,30.4,67,20,38,37,30.13,51,0.22
LS_717,-122.4782592,43.29326139,10/7/08 0:00,,,,,,,,,32.76234,56,93,30.4,67,20,38,37,30.13,51,0.22
LS_718,-122.4719972,43.28649698,10/7/08 0:00,,,,,,,,,40.69517,56,93,30.4,67,20,38,37,30.13,51,0.22
LS_719,-122.4681985,43.28220375,10/7/08 0:00,,,,,,,,,45.30325,56,93,30.4,67,20,38,37,30.13,51,0.22
LS_720,-122.4600897,43.27716719,10/7/08 0:00,,,,,,,,,48.1411,56,93,30.4,67,20,38,37,30.13,51,0.22
LS_721,-122.4579886,43.27632809,10/7/08 0:00,,,,,,,,,42.89268,56,93,30.4,67,20,38,37,30.13,51,0.22
LS_722,-122.4567975,43.27585573,10/7/08 0:00,,,,,,,,,40.59713,56,93,30.4,67,20,38,37,30.13,51,0.22
LS_723,-122.4510186,43.27205901,10/7/08 0:00,,,,,,,,,28.10076,56,93,30.4,67,20,38,37,30.13,51,0.22
LS_724,-122.4498268,43.26884784,10/7/08 0:00,,,,,,,,,58.17708,44,82,30.4,60,24,27,28,30.04,31,0
LS_726,-122.4496857,43.26582715,10/7/08 0:00,,,,,,,,,34.45631,44,82,30.4,60,24,27,28,30.04,31,0
LS_727,-122.4486515,43.26400102,10/7/08 0:00,,,,,,,,,39.55688,44,82,30.4,60,24,27,28,30.04,31,0
LS_728,-122.4393417,43.26302081,10/7/08 0:00,,,,,,,,,38.41109,44,82,30.4,60,24,27,28,30.04,31,0
LS_729,-122.4364179,43.26210399,10/7/08 0:00,,,,,,,,,45.41987,44,82,30.4,60,24,27,28,30.04,31,0
LS_731,-122.4333749,43.26152863,10/7/08 0:00,,,,,,,,,39.27152,44,82,30.4,60,24,27,28,30.04,31,0
LS_732,-122.4314632,43.2612337,10/7/08 0:00,,,,,,,,,39.50298,44,82,30.4,60,24,27,28,30.04,31,0
LS_733,-122.4290655,43.26046012,10/7/08 0:00,,,,,,,,,51.52194,44,82,30.4,60,24,27,28,30.04,31,0
LS_735,-122.420886,43.26074383,8/20/08 0:00,,,,,,,,,24.70322,54,67,29.76,76,30,50,41,29.67,62,T
LS_736,-122.4200791,43.26050146,8/20/08 0:00,,,,,,,,,31.83001,54,67,29.76,76,30,50,41,29.67,62,T
LS_737,-122.4190979,43.2604474,8/20/08 0:00,,,,,,,,,32.34824,54,67,29.76,76,30,50,41,29.67,62,T
LS_738,-122.4183266,43.26034534,8/20/08 0:00,,,,,,,,,29.54523,54,67,29.76,76,30,50,41,29.67,62,T
LS_739,-122.4179866,43.25992817,8/20/08 0:00,,,,,,,,,34.57686,60,76,29.84,83,18,52,42,29.77,64,0.01
LS_740,-122.4167002,43.25931475,8/20/08 0:00,,,,,,,,,33.09487,60,76,29.84,83,18,52,42,29.77,64,0.01
LS_741,-122.414778,43.25716354,8/19/08 0:00,,,,,,,,,41.48663,53,83,29.94,81,15,48,35,29.83,56,T
LS_742,-122.4131023,43.25573477,8/19/08 0:00,,,,,,,,,36.82306,53,83,29.94,81,15,48,35,29.83,56,T
LS_743,-122.4113338,43.25478956,8/19/08 0:00,,,,,,,,,26.27437,53,83,29.94,81,15,48,35,29.83,56,T
LS_744,-122.385778,43.24615277,8/19/08 0:00,,,,,,,,,38.39049,53,83,29.94,81,15,48,35,29.83,56,T
LS_745,-122.3786253,43.24270614,8/19/08 0:00,,,,,,,,,35.49569,53,83,29.94,81,15,48,35,29.83,56,T
LS_749,-122.3687454,43.23988247,8/19/08 0:00,,,,,,,,,26.92163,53,83,29.94,81,15,48,35,29.83,56,T
LS_750,-122.3667009,43.24038262,8/19/08 0:00,,,,,,,,,25.61169,53,83,29.94,81,15,48,35,29.83,56,T
LS_751,-122.3647495,43.24061472,8/19/08 0:00,,,,,,,,,28.01216,53,83,29.94,81,15,48,35,29.83,56,T
LS_752,-122.3626389,43.24139489,8/19/08 0:00,,,,,,,,,19.36035,53,83,29.94,81,15,48,35,29.83,56,T
LS_753,-122.3576832,43.24264856,8/18/08 0:00,,,,,,,,,11.74214,58,73,29.9,83,22,50,39,29.75,63,T
LS_754,-122.3545878,43.24246881,8/18/08 0:00,,,,,,,,,23.43529,58,73,29.9,83,22,50,39,29.75,63,T
LS_755,-122.3526981,43.24376401,8/18/08 0:00,,,,,,,,,3.5933,58,73,29.9,83,22,50,39,29.75,63,T
LS_756,-122.3347775,43.24984471,8/18/08 0:00,,,,,,,,,25.37322,58,73,29.9,83,22,50,39,29.75,63,T
LS_757,-122.3305369,43.25059732,8/18/08 0:00,,,,,,,,,38.83438,58,73,29.9,83,22,50,39,29.75,63,T
LS_760,-122.6890904,44.85601139,12/4/06 0:00,,,,22.40779,,,,,,37,100,30.41,46,15,28,70,30.32,29,0
LS_761,-122.689512,44.85493839,12/4/06 0:00,,,,17.68974,,,,,,37,100,30.41,46,15,28,70,30.32,29,0
LS_762,-122.4767293,45.39709292,8/28/07 0:00,,,,,,30.87295,,,,55,93,30.09,86,10,47,29,29.93,49,0
LS_766,-122.070628,45.11128763,8/28/07 0:00,,,,,,26.24593,,,,51,86,30.1,86,12,40,20,29.96,52,0
LS_767,-121.5550402,45.65046908,9/26/07 0:00,,27.44464,,,,,,,,50,82,30.24,55,0,50,82,30.24,55,0
LS_768,-121.5559955,45.65025283,9/26/07 0:00,,36.67732,,,,,,,,50,82,30.24,55,0,50,82,30.24,55,0
LS_779,-119.6237546,44.7823272,11/29/07 0:00,,,27.4521,,,,,,,32,100,30.12,37,13,27,70,29.99,32,0
LS_780,-120.3314657,42.25556531,7/19/07 0:00,,,,,,,,20.95066,,43,76,30.09,73,15,30,20,29.99,41,0
LS_781,-120.3303642,42.25440796,7/19/07 0:00,,,,,,,,17.03981,,43,76,30.09,73,15,30,20,29.99,41,0
LS_811,-120.1759777,45.50543986,11/20/08 0:00,,23.05954,,,,,,,,43,100,30.35,48,23,26,63,30,26,0.04
LS_827,-122.5731027,43.28825611,10/29/08 0:00,,,,,,,,,22.86537,49,89,30.18,67,6,45,52,29.85,49,0
LS_829,-122.5745199,43.28808989,10/30/08 0:00,,,,,,,,,15.00271,52,93,29.9,63,7,44,60,29.8,47,0.01
LS_830,-122.5762483,43.28848386,10/30/08 0:00,,,,,,,,,21.73335,52,93,29.9,63,7,44,60,29.8,47,0.01
LS_832,-120.1757048,45.50471151,11/20/08 0:00,,29.14264,,,,,,,,43,100,30.35,48,23,26,63,30,26,0.04
LS_868,-120.9981007,45.25810528,11/19/08 0:00,,33.40832,,,,,,,,43,93,30.36,53,8,35,56,30.22,42,0
LS_869,-120.9989521,45.25740632,11/19/08 0:00,,26.36827,,,,,,,,43,93,30.36,53,8,35,56,30.22,42,0
LS_870,-121.000468,45.25687999,11/19/08 0:00,,32.06207,,,,,,,,43,93,30.36,53,8,35,56,30.22,42,0
LS_873,-120.9939041,45.25297901,11/19/08 0:00,,29.56062,,,,,,,,43,93,30.36,53,8,35,56,30.22,42,0
LS_881,-120.627502,44.90371042,11/19/08 0:00,,16.95135,,,,,,,,39,89,30.29,43,15,29,70,30.15,36,0
LS_891,-120.5014187,44.91573477,11/19/08 0:00,,29.57947,,,,,,,,39,89,30.29,43,15,29,70,30.15,36,0
LS_892,-120.5025618,44.91643221,11/19/08 0:00,,10.53824,,,,,,,,39,89,30.29,43,15,29,70,30.15,36,0
LS_894,-120.4576979,44.91326563,11/19/08 0:00,,13.88581,,,,,,,,39,89,30.29,43,15,29,70,30.15,36,0
