,coolingdegreedays,coolingdegreedaysnormal,date.hour,date.mday,date.min,date.mon,date.pretty,date.tzname,date.year,fog,gdegreedays,hail,heatingdegreedays,heatingdegreedaysnormal,humidity,maxdewpti,maxdewptm,maxhumidity,maxpressurei,maxpressurem,maxtempi,maxtempm,maxvisi,maxvism,maxwspdi,maxwspdm,meandewpti,meandewptm,meanpressurei,meanpressurem,meantempi,meantempm,meanvisi,meanvism,meanwdird,meanwdire,meanwindspdi,meanwindspdm,mindewpti,mindewptm,minhumidity,minpressurei,minpressurem,mintempi,mintempm,minvisi,minvism,minwspdi,minwspdm,monthtodatecoolingdegreedays,monthtodatecoolingdegreedaysnormal,monthtodateheatingdegreedays,monthtodateheatingdegreedaysnormal,monthtodatesnowfalli,monthtodatesnowfallm,precipi,precipm,precipsource,rain,since1jancoolingdegreedays,since1jancoolingdegreedaysnormal,since1julheatingdegreedays,since1julheatingdegreedaysnormal,since1julsnowfalli,since1julsnowfallm,since1sepcoolingdegreedays,since1sepcoolingdegreedaysnormal,since1sepheatingdegreedays,since1sepheatingdegreedaysnormal,snow,snowdepthi,snowdepthm,snowfalli,snowfallm,thunder,tornado
73,0,,12,25,00,09,"12:00 PM PDT on September 25, 2007",America/Los_Angeles,2007,0,10,0,6,,,47,8,74,30.21,1023,75,24,10,16,24,39,42,6,30.16,1021,60,16,10,16,290,,7,11,35,2,35,30.12,1020,44,7,10,16,0,0,,,,,,,0.00,0.00,,0,,,,,,,,,,,0,,,0.00,0.00,0,0
74,8,,12,25,00,07,"12:00 PM PDT on July 25, 2006",America/Los_Angeles,2006,0,22,0,0,,,57,14,81,29.98,1015,88,31,10,16,15,24,53,12,29.93,1013,72,22,10,16,12,,7,11,46,8,28,29.86,1011,57,14,10,16,0,0,,,,,,,0.00,0.00,,0,,,,,,,,,,,0,,,0.00,0.00,0,0
75,0,,12,14,00,06,"12:00 PM PDT on June 14, 2006",America/Los_Angeles,2006,0,10,0,6,,,54,12,94,30.10,1019,64,18,10,16,14,23,51,11,30.08,1019,60,16,10,16,200,,9,14,49,9,62,30.07,1018,55,13,9,14,4,6,,,,,,,0.02,0.51,,1,,,,,,,,,,,0,,,0.00,0.00,0,0
76,0,,12,14,00,06,"12:00 PM PDT on June 14, 2006",America/Los_Angeles,2006,0,10,0,6,,,54,12,94,30.10,1019,64,18,10,16,14,23,51,11,30.08,1019,60,16,10,16,200,,9,14,49,9,62,30.07,1018,55,13,9,14,4,6,,,,,,,0.02,0.51,,1,,,,,,,,,,,0,,,0.00,0.00,0,0
77,10,,12,25,00,07,"12:00 PM PDT on July 25, 2006",America/Los_Angeles,2006,0,24,0,0,,,58,14,83,30.01,1016,90,32,10,16,14,23,53,12,29.95,1014,74,23,10,16,310,,5,8,42,6,26,29.89,1012,59,15,10,16,0,0,,,,,,,0.00,0.00,,0,,,,,,,,,,,0,,,0.00,0.00,0,0
78,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
79,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
80,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
81,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
82,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
83,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
84,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
85,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
86,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
87,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
88,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
89,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
90,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
91,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
92,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
93,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
94,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
95,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
96,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
97,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
98,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
99,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
100,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
101,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
102,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
103,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
104,0,0,12,17,00,10,"12:00 PM PDT on October 17, 2007",America/Los_Angeles,2007,0,0,0,19,13,,40,4,100,29.99,1015,56,13,10,16,24,39,37,3,29.82,1010,46,8,10,16,213,,8,13,34,1,47,29.63,1003,36,2,9,14,0,0,0,3,213,177,0.00,0.00,T,T,,1,619,644,372,321,0.00,0.00,31,66,358,292,0,0.00,0.00,0.00,0.00,0,0
105,6,4,12,09,00,08,"12:00 PM PDT on August 09, 2006",America/Los_Angeles,2006,0,22,0,0,1,,61,16,78,30.17,1022,82,28,10,16,15,24,57,14,30.12,1020,71,22,10,16,290,Variable,4,7,55,13,42,30.05,1017,59,15,9,14,0,0,31,36,0,9,0.00,0.00,T,T,3Or6HourObs,0,277,164,21,59,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
106,6,4,12,09,00,08,"12:00 PM PDT on August 09, 2006",America/Los_Angeles,2006,0,22,0,0,1,,61,16,78,30.17,1022,82,28,10,16,15,24,57,14,30.12,1020,71,22,10,16,290,Variable,4,7,55,13,42,30.05,1017,59,15,9,14,0,0,31,36,0,9,0.00,0.00,T,T,3Or6HourObs,0,277,164,21,59,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
107,2,3,12,01,00,07,"12:00 PM PDT on July 01, 2008",America/Los_Angeles,2008,0,16,0,0,2,,61,16,96,30.05,1017,83,28,10,16,8,13,55,13,29.98,1015,67,19,9,14,308,,1,2,48,9,45,29.90,1012,51,11,1,1,0,0,2,3,0,2,0.00,0.00,0.00,0.00,,0,65,46,0,2,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
108,2,3,12,01,00,07,"12:00 PM PDT on July 01, 2008",America/Los_Angeles,2008,0,16,0,0,2,,61,16,96,30.05,1017,83,28,10,16,8,13,55,13,29.98,1015,67,19,9,14,308,,1,2,48,9,45,29.90,1012,51,11,1,1,0,0,2,3,0,2,0.00,0.00,0.00,0.00,,0,65,46,0,2,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
109,2,3,12,01,00,07,"12:00 PM PDT on July 01, 2008",America/Los_Angeles,2008,0,16,0,0,2,,61,16,96,30.05,1017,83,28,10,16,8,13,55,13,29.98,1015,67,19,9,14,308,,1,2,48,9,45,29.90,1012,51,11,1,1,0,0,2,3,0,2,0.00,0.00,0.00,0.00,,0,65,46,0,2,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
110,2,3,12,01,00,07,"12:00 PM PDT on July 01, 2008",America/Los_Angeles,2008,0,16,0,0,2,,61,16,96,30.05,1017,83,28,10,16,8,13,55,13,29.98,1015,67,19,9,14,308,,1,2,48,9,45,29.90,1012,51,11,1,1,0,0,2,3,0,2,0.00,0.00,0.00,0.00,,0,65,46,0,2,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
111,2,3,12,01,00,07,"12:00 PM PDT on July 01, 2008",America/Los_Angeles,2008,0,16,0,0,2,,61,16,96,30.05,1017,83,28,10,16,8,13,55,13,29.98,1015,67,19,9,14,308,,1,2,48,9,45,29.90,1012,51,11,1,1,0,0,2,3,0,2,0.00,0.00,0.00,0.00,,0,65,46,0,2,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
112,2,3,12,01,00,07,"12:00 PM PDT on July 01, 2008",America/Los_Angeles,2008,0,16,0,0,2,,61,16,96,30.05,1017,83,28,10,16,8,13,55,13,29.98,1015,67,19,9,14,308,,1,2,48,9,45,29.90,1012,51,11,1,1,0,0,2,3,0,2,0.00,0.00,0.00,0.00,,0,65,46,0,2,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
113,2,3,12,01,00,07,"12:00 PM PDT on July 01, 2008",America/Los_Angeles,2008,0,16,0,0,2,,61,16,96,30.05,1017,83,28,10,16,8,13,55,13,29.98,1015,67,19,9,14,308,,1,2,48,9,45,29.90,1012,51,11,1,1,0,0,2,3,0,2,0.00,0.00,0.00,0.00,,0,65,46,0,2,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
114,2,3,12,01,00,07,"12:00 PM PDT on July 01, 2008",America/Los_Angeles,2008,0,16,0,0,2,,61,16,96,30.05,1017,83,28,10,16,8,13,55,13,29.98,1015,67,19,9,14,308,,1,2,48,9,45,29.90,1012,51,11,1,1,0,0,2,3,0,2,0.00,0.00,0.00,0.00,,0,65,46,0,2,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
115,6,3,12,02,00,07,"12:00 PM PDT on July 02, 2008",America/Los_Angeles,2008,0,20,0,0,2,,65,18,87,29.94,1014,86,30,10,16,8,13,57,14,29.87,1011,71,22,10,16,19,,1,2,52,11,37,29.82,1010,55,13,10,16,0,0,8,6,0,4,0.00,0.00,T,T,,0,71,49,0,4,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
116,6,3,12,02,00,07,"12:00 PM PDT on July 02, 2008",America/Los_Angeles,2008,0,20,0,0,2,,65,18,87,29.94,1014,86,30,10,16,8,13,57,14,29.87,1011,71,22,10,16,19,,1,2,52,11,37,29.82,1010,55,13,10,16,0,0,8,6,0,4,0.00,0.00,T,T,,0,71,49,0,4,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
117,6,3,12,02,00,07,"12:00 PM PDT on July 02, 2008",America/Los_Angeles,2008,0,20,0,0,2,,65,18,87,29.94,1014,86,30,10,16,8,13,57,14,29.87,1011,71,22,10,16,19,,1,2,52,11,37,29.82,1010,55,13,10,16,0,0,8,6,0,4,0.00,0.00,T,T,,0,71,49,0,4,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
118,6,3,12,02,00,07,"12:00 PM PDT on July 02, 2008",America/Los_Angeles,2008,0,20,0,0,2,,65,18,87,29.94,1014,86,30,10,16,8,13,57,14,29.87,1011,71,22,10,16,19,,1,2,52,11,37,29.82,1010,55,13,10,16,0,0,8,6,0,4,0.00,0.00,T,T,,0,71,49,0,4,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
119,6,3,12,02,00,07,"12:00 PM PDT on July 02, 2008",America/Los_Angeles,2008,0,20,0,0,2,,65,18,87,29.94,1014,86,30,10,16,8,13,57,14,29.87,1011,71,22,10,16,19,,1,2,52,11,37,29.82,1010,55,13,10,16,0,0,8,6,0,4,0.00,0.00,T,T,,0,71,49,0,4,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
120,6,3,12,02,00,07,"12:00 PM PDT on July 02, 2008",America/Los_Angeles,2008,0,20,0,0,2,,65,18,87,29.94,1014,86,30,10,16,8,13,57,14,29.87,1011,71,22,10,16,19,,1,2,52,11,37,29.82,1010,55,13,10,16,0,0,8,6,0,4,0.00,0.00,T,T,,0,71,49,0,4,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
121,6,3,12,02,00,07,"12:00 PM PDT on July 02, 2008",America/Los_Angeles,2008,0,20,0,0,2,,65,18,87,29.94,1014,86,30,10,16,8,13,57,14,29.87,1011,71,22,10,16,19,,1,2,52,11,37,29.82,1010,55,13,10,16,0,0,8,6,0,4,0.00,0.00,T,T,,0,71,49,0,4,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
122,6,3,12,02,00,07,"12:00 PM PDT on July 02, 2008",America/Los_Angeles,2008,0,20,0,0,2,,65,18,87,29.94,1014,86,30,10,16,8,13,57,14,29.87,1011,71,22,10,16,19,,1,2,52,11,37,29.82,1010,55,13,10,16,0,0,8,6,0,4,0.00,0.00,T,T,,0,71,49,0,4,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
123,6,3,12,02,00,07,"12:00 PM PDT on July 02, 2008",America/Los_Angeles,2008,0,20,0,0,2,,65,18,87,29.94,1014,86,30,10,16,8,13,57,14,29.87,1011,71,22,10,16,19,,1,2,52,11,37,29.82,1010,55,13,10,16,0,0,8,6,0,4,0.00,0.00,T,T,,0,71,49,0,4,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
124,6,3,12,02,00,07,"12:00 PM PDT on July 02, 2008",America/Los_Angeles,2008,0,20,0,0,2,,65,18,87,29.94,1014,86,30,10,16,8,13,57,14,29.87,1011,71,22,10,16,19,,1,2,52,11,37,29.82,1010,55,13,10,16,0,0,8,6,0,4,0.00,0.00,T,T,,0,71,49,0,4,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
125,6,3,12,02,00,07,"12:00 PM PDT on July 02, 2008",America/Los_Angeles,2008,0,20,0,0,2,,65,18,87,29.94,1014,86,30,10,16,8,13,57,14,29.87,1011,71,22,10,16,19,,1,2,52,11,37,29.82,1010,55,13,10,16,0,0,8,6,0,4,0.00,0.00,T,T,,0,71,49,0,4,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
126,6,3,12,02,00,07,"12:00 PM PDT on July 02, 2008",America/Los_Angeles,2008,0,20,0,0,2,,65,18,87,29.94,1014,86,30,10,16,8,13,57,14,29.87,1011,71,22,10,16,19,,1,2,52,11,37,29.82,1010,55,13,10,16,0,0,8,6,0,4,0.00,0.00,T,T,,0,71,49,0,4,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
127,6,3,12,02,00,07,"12:00 PM PDT on July 02, 2008",America/Los_Angeles,2008,0,20,0,0,2,,65,18,87,29.94,1014,86,30,10,16,8,13,57,14,29.87,1011,71,22,10,16,19,,1,2,52,11,37,29.82,1010,55,13,10,16,0,0,8,6,0,4,0.00,0.00,T,T,,0,71,49,0,4,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
128,1,3,12,07,00,07,"12:00 PM PDT on July 07, 2008",America/Los_Angeles,2008,0,16,0,0,2,,56,13,93,30.16,1021,82,28,10,16,14,23,52,11,30.13,1020,66,19,10,16,326,,6,9,48,9,33,30.09,1019,49,9,10,16,0,0,15,21,3,14,0.00,0.00,0.00,0.00,,0,78,64,3,14,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
129,1,3,12,07,00,07,"12:00 PM PDT on July 07, 2008",America/Los_Angeles,2008,0,16,0,0,2,,56,13,93,30.16,1021,82,28,10,16,14,23,52,11,30.13,1020,66,19,10,16,326,,6,9,48,9,33,30.09,1019,49,9,10,16,0,0,15,21,3,14,0.00,0.00,0.00,0.00,,0,78,64,3,14,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
130,1,3,12,07,00,07,"12:00 PM PDT on July 07, 2008",America/Los_Angeles,2008,0,16,0,0,2,,56,13,93,30.16,1021,82,28,10,16,14,23,52,11,30.13,1020,66,19,10,16,326,,6,9,48,9,33,30.09,1019,49,9,10,16,0,0,15,21,3,14,0.00,0.00,0.00,0.00,,0,78,64,3,14,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
131,1,3,12,07,00,07,"12:00 PM PDT on July 07, 2008",America/Los_Angeles,2008,0,16,0,0,2,,56,13,93,30.16,1021,82,28,10,16,14,23,52,11,30.13,1020,66,19,10,16,326,,6,9,48,9,33,30.09,1019,49,9,10,16,0,0,15,21,3,14,0.00,0.00,0.00,0.00,,0,78,64,3,14,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
132,1,3,12,07,00,07,"12:00 PM PDT on July 07, 2008",America/Los_Angeles,2008,0,16,0,0,2,,56,13,93,30.16,1021,82,28,10,16,14,23,52,11,30.13,1020,66,19,10,16,326,,6,9,48,9,33,30.09,1019,49,9,10,16,0,0,15,21,3,14,0.00,0.00,0.00,0.00,,0,78,64,3,14,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
133,1,3,12,07,00,07,"12:00 PM PDT on July 07, 2008",America/Los_Angeles,2008,0,16,0,0,2,,56,13,93,30.16,1021,82,28,10,16,14,23,52,11,30.13,1020,66,19,10,16,326,,6,9,48,9,33,30.09,1019,49,9,10,16,0,0,15,21,3,14,0.00,0.00,0.00,0.00,,0,78,64,3,14,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
134,1,3,12,07,00,07,"12:00 PM PDT on July 07, 2008",America/Los_Angeles,2008,0,16,0,0,2,,56,13,93,30.16,1021,82,28,10,16,14,23,52,11,30.13,1020,66,19,10,16,326,,6,9,48,9,33,30.09,1019,49,9,10,16,0,0,15,21,3,14,0.00,0.00,0.00,0.00,,0,78,64,3,14,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
135,1,3,12,07,00,07,"12:00 PM PDT on July 07, 2008",America/Los_Angeles,2008,0,16,0,0,2,,56,13,93,30.16,1021,82,28,10,16,14,23,52,11,30.13,1020,66,19,10,16,326,,6,9,48,9,33,30.09,1019,49,9,10,16,0,0,15,21,3,14,0.00,0.00,0.00,0.00,,0,78,64,3,14,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
136,1,3,12,07,00,07,"12:00 PM PDT on July 07, 2008",America/Los_Angeles,2008,0,16,0,0,2,,56,13,93,30.16,1021,82,28,10,16,14,23,52,11,30.13,1020,66,19,10,16,326,,6,9,48,9,33,30.09,1019,49,9,10,16,0,0,15,21,3,14,0.00,0.00,0.00,0.00,,0,78,64,3,14,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
137,1,3,12,07,00,07,"12:00 PM PDT on July 07, 2008",America/Los_Angeles,2008,0,16,0,0,2,,56,13,93,30.16,1021,82,28,10,16,14,23,52,11,30.13,1020,66,19,10,16,326,,6,9,48,9,33,30.09,1019,49,9,10,16,0,0,15,21,3,14,0.00,0.00,0.00,0.00,,0,78,64,3,14,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
138,1,3,12,07,00,07,"12:00 PM PDT on July 07, 2008",America/Los_Angeles,2008,0,16,0,0,2,,56,13,93,30.16,1021,82,28,10,16,14,23,52,11,30.13,1020,66,19,10,16,326,,6,9,48,9,33,30.09,1019,49,9,10,16,0,0,15,21,3,14,0.00,0.00,0.00,0.00,,0,78,64,3,14,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
139,1,3,12,07,00,07,"12:00 PM PDT on July 07, 2008",America/Los_Angeles,2008,0,16,0,0,2,,56,13,93,30.16,1021,82,28,10,16,14,23,52,11,30.13,1020,66,19,10,16,326,,6,9,48,9,33,30.09,1019,49,9,10,16,0,0,15,21,3,14,0.00,0.00,0.00,0.00,,0,78,64,3,14,0.00,0.00,,,,,0,0.00,0.00,0.00,0.00,0,0
